,Labels,Item sets,First Fit Times,First Fit Decreasing Times,Next Fit Times,Next Fit Decreasing Times,Best Fit Times,Best Fit Decreasing Times,Djang-Fitch Times,Djang-Fitch 2 Times
467,"[0.25, 0.15, 0.1, 0.5, 0.55, 0.1, 0.35, 1, 5]","[(51, 62), (40, 49), (60, 15), (76, 99), (53, 98), (81, 43), (44, 17), (9, 57), (73, 29), (62, 25), (52, 78), (82, 63), (20, 80), (31, 87), (7, 2), (76, 81), (83, 72), (99, 23), (13, 3), (74, 51)]",6.848,6.196,6.677,7.09,17.451999999999998,19.149,27.756999999999998,127.869
468,"[0.05, 0.2, 0.1, 0.65, 0.4, 0.2, 0.4, 1, 5]","[(46, 24), (93, 20), (2, 41), (11, 23), (44, 91), (47, 15), (8, 34), (7, 52), (90, 51), (67, 50), (75, 27), (35, 93), (6, 11), (51, 77), (62, 30), (29, 96), (89, 7), (10, 40), (79, 96), (17, 79)]",7.274,6.234,6.601999999999999,7.574,12.19,9.956,23.148999999999997,74.1
469,"[0.05, 0.15, 0.1, 0.7, 0.3, 0.35, 0.35, 1, 7]","[(31, 24), (19, 32), (88, 41), (23, 89), (43, 57), (15, 79), (66, 34), (51, 45), (90, 23), (86, 43), (1, 1), (50, 92), (45, 41), (59, 23), (35, 38), (91, 28), (42, 5), (10, 97), (64, 98), (64, 50)]",7.723,7.447,6.673,5.8309999999999995,12.383999999999999,14.074,24.875,49.594
470,"[0.15, 0.25, 0.0, 0.6, 0.55, 0.1, 0.35, 1, 5]","[(46, 50), (12, 28), (46, 76), (61, 12), (48, 29), (57, 80), (66, 54), (30, 80), (31, 69), (88, 52), (70, 69), (19, 34), (33, 2), (27, 31), (99, 90), (94, 11), (74, 86), (37, 29), (95, 68), (28, 56)]",7.234999999999999,6.967,7.52,6.2909999999999995,18.965999999999998,21.262999999999998,31.991,104.707
471,"[0.1, 0.25, 0.1, 0.55, 0.45, 0.15, 0.4, 1, 5]","[(17, 54), (13, 49), (73, 45), (69, 22), (35, 29), (59, 93), (34, 1), (72, 68), (82, 40), (61, 66), (81, 28), (11, 29), (12, 83), (65, 78), (46, 78), (38, 95), (71, 59), (90, 2), (96, 1), (9, 31)]",6.1899999999999995,5.511,7.231,5.345,18.427,23.131999999999998,27.197,122.77499999999999
472,"[0.0, 0.1, 0.3, 0.6, 0.5, 0.25, 0.25, 1, 3]","[(63, 73), (34, 76), (30, 74), (87, 7), (49, 19), (68, 44), (11, 46), (3, 79), (30, 93), (15, 11), (41, 81), (21, 43), (84, 56), (46, 48), (61, 54), (81, 36), (14, 68), (1, 69), (84, 28), (28, 5)]",6.218,5.652,5.692,5.234999999999999,13.508999999999999,19.654999999999998,25.637,79.07
473,"[0.0, 0.1, 0.25, 0.65, 0.35, 0.15, 0.5, 1, 1]","[(37, 54), (50, 6), (77, 34), (48, 77), (29, 8), (11, 68), (93, 25), (33, 93), (37, 84), (67, 38), (14, 72), (58, 21), (3, 27), (18, 15), (63, 42), (80, 19), (51, 14), (83, 54), (8, 18), (1, 7)]",7.287999999999999,5.922,7.513,7.109,19.247999999999998,12.822999999999999,25.991,47.622
474,"[0.2, 0.1, 0.1, 0.6, 0.45, 0.25, 0.3, 1, 5]","[(50, 65), (11, 14), (35, 42), (62, 83), (26, 43), (70, 79), (54, 2), (25, 3), (90, 25), (55, 26), (87, 76), (73, 75), (55, 38), (17, 11), (29, 38), (32, 92), (46, 76), (73, 34), (29, 80), (64, 64)]",7.186,6.79,7.029999999999999,7.33,13.975999999999999,16.894,33.931999999999995,118.175
475,"[0.05, 0.2, 0.05, 0.7, 0.5, 0.2, 0.3, 1, 5]","[(30, 22), (67, 29), (56, 85), (30, 44), (30, 22), (29, 60), (10, 40), (92, 54), (38, 14), (43, 92), (83, 90), (31, 32), (24, 53), (12, 74), (96, 51), (12, 1), (6, 75), (28, 46), (62, 46), (16, 66)]",7.792,6.7509999999999994,7.454,6.667,17.956,12.485,22.683999999999997,83.509
476,"[0.1, 0.1, 0.2, 0.6, 0.45, 0.25, 0.3, 1, 5]","[(44, 42), (38, 1), (54, 17), (47, 92), (4, 46), (17, 21), (47, 70), (19, 90), (66, 8), (44, 52), (5, 18), (99, 30), (84, 88), (37, 42), (17, 78), (5, 99), (46, 81), (80, 34), (77, 40), (98, 75)]",7.989999999999999,6.047,8.202,6.654,12.748999999999999,17.705,26.686999999999998,63.587999999999994
477,"[0.1, 0.1, 0.15, 0.65, 0.45, 0.1, 0.45, 1, 5]","[(38, 96), (66, 84), (57, 25), (32, 15), (56, 69), (95, 25), (88, 30), (87, 17), (28, 11), (14, 13), (21, 67), (42, 67), (58, 56), (27, 34), (12, 62), (20, 35), (1, 84), (81, 83), (92, 21), (86, 27)]",6.713,6.090999999999999,6.2059999999999995,5.468,9.703999999999999,11.796999999999999,26.183,70.964
478,"[0.05, 0.05, 0.25, 0.65, 0.35, 0.3, 0.35, 1, 7]","[(74, 32), (63, 48), (17, 64), (22, 30), (50, 47), (47, 69), (85, 77), (74, 30), (33, 84), (47, 52), (96, 42), (11, 44), (1, 95), (75, 35), (85, 36), (34, 16), (27, 22), (1, 70), (16, 26), (37, 26)]",6.079,6.476,5.933,6.521999999999999,15.155999999999999,23.718,30.849999999999998,71.931
479,"[0.35, 0.1, 0.1, 0.45, 0.35, 0.35, 0.3, 1, 5]","[(38, 40), (93, 7), (79, 70), (74, 96), (92, 98), (81, 47), (80, 14), (63, 49), (30, 28), (79, 87), (94, 34), (5, 26), (85, 88), (8, 28), (61, 35), (51, 40), (79, 80), (32, 11), (82, 47), (99, 58)]",8.344,7.556,8.419,7.3919999999999995,16.855,21.241999999999997,29.415,86.72099999999999
480,"[0.35, 0.1, 0.05, 0.5, 0.75, 0.1, 0.15, 1, 5]","[(74, 31), (97, 96), (83, 82), (48, 27), (41, 35), (78, 96), (97, 61), (7, 94), (30, 91), (3, 87), (62, 54), (77, 11), (1, 35), (24, 98), (71, 96), (46, 73), (67, 92), (20, 80), (91, 64), (34, 67)]",6.523,6.593999999999999,7.596,7.167,12.434,17.567,24.808999999999997,87.17
481,"[0.05, 0.15, 0.1, 0.7, 0.5, 0.05, 0.45, 1, 5]","[(2, 99), (32, 68), (74, 69), (56, 65), (38, 9), (85, 24), (69, 16), (42, 61), (94, 53), (25, 64), (33, 28), (58, 10), (57, 82), (60, 26), (15, 86), (39, 67), (28, 28), (34, 42), (9, 5), (35, 24)]",7.218999999999999,6.016,7.076,5.3229999999999995,12.805,15.097,28.026,85.149
482,"[0.4, 0.1, 0.0, 0.5, 0.6, 0.1, 0.3, 1, 5]","[(24, 4), (3, 78), (87, 94), (61, 84), (22, 26), (90, 94), (20, 61), (82, 18), (76, 81), (84, 85), (81, 70), (34, 50), (53, 91), (79, 51), (83, 2), (65, 9), (75, 72), (74, 3), (6, 36), (76, 70)]",7.393999999999999,8.293,8.376999999999999,7.271999999999999,19.727999999999998,29.558,30.596999999999998,114.55399999999999
483,"[0.1, 0.25, 0.0, 0.65, 0.45, 0.2, 0.35, 1, 1]","[(83, 50), (8, 50), (49, 16), (22, 87), (73, 88), (19, 87), (59, 2), (86, 17), (11, 24), (47, 21), (87, 51), (67, 90), (11, 75), (49, 41), (89, 38), (73, 52), (12, 32), (79, 56), (14, 63), (93, 3)]",6.936999999999999,5.176,7.925,6.753,13.474,17.325,29.401,102.19699999999999
484,"[0.1, 0.05, 0.05, 0.8, 0.4, 0.2, 0.4, 1, 1]","[(29, 32), (85, 63), (8, 47), (77, 21), (63, 6), (31, 70), (48, 23), (63, 16), (61, 49), (44, 93), (74, 6), (31, 48), (69, 91), (16, 96), (17, 87), (36, 67), (1, 43), (20, 2), (75, 6), (25, 75)]",7.462,7.245,7.311999999999999,6.388,16.043,14.661,29.511999999999997,81.226
485,"[0.3, 0.15, 0.1, 0.45, 0.55, 0.2, 0.25, 1, 5]","[(65, 78), (92, 94), (59, 19), (99, 8), (26, 49), (61, 35), (37, 54), (59, 81), (42, 36), (53, 64), (91, 15), (73, 39), (39, 93), (70, 90), (90, 57), (76, 80), (98, 52), (39, 78), (38, 32), (52, 24)]",6.9559999999999995,6.947,7.455,6.662,10.498,12.917,32.326,98.226
486,"[0.15, 0.15, 0.1, 0.6, 0.35, 0.3, 0.35, 1, 5]","[(91, 36), (15, 1), (99, 19), (73, 45), (29, 16), (80, 23), (80, 60), (85, 6), (81, 79), (46, 14), (59, 36), (67, 83), (16, 3), (60, 75), (57, 36), (41, 60), (79, 46), (7, 98), (1, 40), (96, 76)]",8.491999999999999,7.451,7.262,5.5489999999999995,18.572,20.104,31.758999999999997,144.555
487,"[0.05, 0.25, 0.2, 0.5, 0.4, 0.25, 0.35, 1, 5]","[(58, 61), (80, 36), (87, 64), (90, 41), (97, 8), (8, 47), (86, 57), (58, 13), (51, 60), (55, 67), (37, 70), (52, 32), (31, 85), (41, 42), (55, 87), (48, 33), (39, 24), (14, 3), (76, 20), (6, 48)]",6.68,5.981,7.074999999999999,7.298,15.753,15.423,26.9,80.952
488,"[0.05, 0.2, 0.05, 0.7, 0.3, 0.25, 0.45, 1, 1]","[(19, 95), (34, 18), (48, 9), (89, 63), (71, 16), (54, 47), (95, 22), (93, 48), (52, 22), (32, 56), (49, 80), (34, 25), (16, 83), (51, 1), (29, 79), (92, 40), (91, 2), (14, 2), (33, 38), (81, 46)]",7.449999999999999,6.475,7.42,7.6339999999999995,15.806,14.5,29.724999999999998,65.408
489,"[0.15, 0.1, 0.2, 0.55, 0.55, 0.15, 0.3, 1, 5]","[(38, 71), (75, 24), (22, 71), (59, 32), (82, 44), (13, 59), (76, 70), (37, 59), (54, 54), (31, 93), (99, 57), (62, 5), (67, 45), (33, 65), (12, 4), (29, 19), (74, 63), (57, 96), (29, 34), (33, 7)]",7.8629999999999995,6.702999999999999,8.007,5.808,20.805999999999997,19.06,30.65,111.98599999999999
490,"[0.1, 0.25, 0.15, 0.5, 0.7, 0.05, 0.25, 1, 5]","[(80, 30), (33, 99), (19, 22), (97, 85), (80, 32), (18, 75), (86, 21), (78, 65), (7, 68), (44, 83), (30, 57), (32, 85), (44, 79), (50, 96), (44, 89), (64, 75), (1, 19), (8, 79), (26, 50), (16, 51)]",7.667,6.411,7.2219999999999995,7.7669999999999995,16.712,16.367,28.586,96.68299999999999
491,"[0.15, 0.2, 0.05, 0.6, 0.5, 0.2, 0.3, 1, 5]","[(84, 76), (46, 68), (23, 29), (81, 42), (9, 98), (64, 20), (66, 66), (44, 43), (3, 47), (31, 80), (34, 3), (53, 95), (38, 64), (91, 76), (64, 59), (15, 66), (70, 20), (1, 21), (94, 36), (80, 31)]",6.7059999999999995,6.468,6.505,5.537999999999999,15.498,18.619,30.755,98.08
492,"[0.3, 0.1, 0.15, 0.45, 0.65, 0.25, 0.1, 1, 5]","[(97, 19), (36, 71), (57, 58), (50, 4), (76, 90), (59, 48), (59, 57), (42, 44), (31, 77), (81, 84), (97, 74), (24, 86), (45, 43), (90, 68), (69, 59), (94, 56), (67, 34), (32, 40), (9, 83), (77, 80)]",6.577,6.917,7.137,7.513,10.321,16.403,27.113999999999997,54.223
493,"[0.3, 0.05, 0.05, 0.6, 0.55, 0.15, 0.3, 1, 5]","[(14, 98), (75, 53), (84, 61), (80, 91), (9, 46), (69, 41), (86, 77), (28, 72), (23, 24), (22, 51), (99, 11), (26, 39), (82, 10), (90, 73), (6, 14), (18, 13), (2, 97), (18, 4), (58, 96), (71, 75)]",7.319999999999999,6.244,7.011,6.951,17.154,19.044,29.817999999999998,143.855
494,"[0.1, 0.1, 0.3, 0.5, 0.45, 0.25, 0.3, 1, 7]","[(58, 33), (62, 64), (37, 80), (30, 29), (17, 9), (26, 77), (28, 96), (80, 51), (41, 48), (49, 47), (90, 69), (89, 36), (2, 25), (58, 46), (32, 79), (89, 12), (77, 26), (53, 97), (2, 57), (77, 42)]",6.604,6.800999999999999,6.936,6.129,11.382,15.777999999999999,27.817,93.624
495,"[0.2, 0.2, 0.0, 0.6, 0.6, 0.15, 0.25, 1, 5]","[(2, 52), (22, 49), (3, 27), (64, 89), (89, 45), (46, 76), (53, 28), (10, 73), (75, 94), (36, 31), (77, 69), (18, 48), (83, 84), (24, 55), (24, 59), (28, 1), (29, 10), (49, 87), (75, 61), (15, 82)]",8.208,6.345,8.123,6.574,15.354,20.64,30.843,130.415
496,"[0.05, 0.15, 0.2, 0.6, 0.55, 0.15, 0.3, 1, 1]","[(98, 11), (8, 56), (42, 73), (83, 16), (60, 81), (66, 40), (30, 69), (59, 33), (51, 17), (21, 98), (82, 9), (34, 35), (43, 92), (36, 38), (65, 67), (54, 55), (85, 30), (33, 62), (14, 92), (95, 96)]",7.968,6.269,6.6129999999999995,5.878,8.966,9.498999999999999,26.657,54.458999999999996
497,"[0.2, 0.1, 0.15, 0.55, 0.5, 0.15, 0.35, 1, 1]","[(53, 91), (71, 30), (53, 27), (79, 39), (97, 30), (43, 16), (47, 86), (7, 46), (89, 85), (34, 77), (25, 63), (58, 91), (88, 72), (56, 9), (80, 82), (7, 99), (51, 38), (37, 19), (96, 22), (10, 95)]",6.702,5.938,6.911,5.164,15.585999999999999,8.192,26.211,72.27799999999999
498,"[0.1, 0.2, 0.1, 0.6, 0.35, 0.3, 0.35, 1, 5]","[(77, 28), (8, 1), (54, 50), (39, 60), (7, 58), (7, 64), (49, 4), (46, 32), (21, 14), (42, 34), (85, 89), (45, 7), (84, 11), (89, 92), (46, 73), (5, 41), (47, 90), (87, 43), (94, 38), (57, 47)]",7.487,6.205,7.388,6.012,11.591999999999999,16.628999999999998,25.145,73.917
499,"[0.1, 0.15, 0.05, 0.7, 0.5, 0.2, 0.3, 1, 5]","[(20, 84), (75, 89), (26, 10), (22, 96), (44, 43), (79, 8), (73, 42), (49, 99), (97, 16), (10, 41), (29, 57), (37, 60), (98, 39), (27, 76), (2, 28), (95, 4), (57, 94), (50, 5), (21, 61), (53, 94)]",8.045,6.43,6.614999999999999,7.074,13.767,14.362,25.997999999999998,98.28399999999999
500,"[0.15, 0.05, 0.2, 0.6, 0.4, 0.2, 0.4, 1, 1]","[(44, 12), (31, 26), (47, 28), (13, 93), (57, 44), (85, 89), (75, 12), (25, 43), (78, 80), (41, 31), (82, 87), (94, 16), (50, 66), (55, 10), (15, 36), (43, 68), (28, 95), (72, 7), (53, 41), (56, 64)]",7.789,6.734999999999999,7.199999999999999,6.685,12.482,14.059,25.005,48.376999999999995
501,"[0.25, 0.1, 0.15, 0.5, 0.55, 0.25, 0.2, 1, 5]","[(99, 57), (20, 1), (83, 87), (16, 71), (16, 57), (32, 27), (44, 57), (90, 69), (8, 78), (56, 39), (2, 46), (43, 99), (75, 81), (72, 15), (99, 46), (45, 57), (86, 21), (85, 64), (71, 42), (32, 42)]",8.167,7.17,7.084,6.184,11.049999999999999,18.971,31.384,101.80799999999999
502,"[0.25, 0.05, 0.15, 0.55, 0.4, 0.35, 0.25, 1, 5]","[(21, 85), (14, 27), (61, 53), (93, 21), (15, 47), (80, 73), (91, 43), (39, 81), (8, 50), (33, 43), (89, 57), (99, 52), (70, 89), (78, 7), (6, 2), (31, 22), (76, 92), (45, 38), (20, 40), (85, 34)]",7.1499999999999995,6.044,7.393999999999999,6.004,17.631999999999998,14.479999999999999,26.701999999999998,105.44099999999999
503,"[0.15, 0.05, 0.2, 0.6, 0.45, 0.2, 0.35, 1, 5]","[(96, 80), (68, 6), (62, 55), (70, 98), (71, 16), (99, 59), (42, 38), (63, 32), (88, 37), (38, 82), (62, 16), (64, 25), (3, 86), (37, 41), (32, 90), (74, 26), (98, 27), (5, 40), (19, 75), (8, 51)]",6.838,6.677,7.114999999999999,6.6979999999999995,15.205,11.966999999999999,27.163999999999998,49.427
504,"[0.25, 0.25, 0.1, 0.4, 0.6, 0.1, 0.3, 1, 1]","[(22, 70), (2, 76), (49, 85), (75, 95), (90, 19), (95, 73), (95, 81), (69, 28), (5, 17), (86, 52), (75, 5), (71, 63), (44, 7), (59, 56), (88, 48), (66, 51), (58, 93), (74, 38), (66, 3), (73, 88)]",8.238,7.226,7.162,6.324999999999999,14.110999999999999,24.197,28.014,86.564
505,"[0.25, 0.15, 0.05, 0.55, 0.6, 0.1, 0.3, 1, 7]","[(99, 24), (85, 80), (31, 31), (51, 84), (33, 65), (78, 30), (95, 90), (29, 63), (70, 97), (81, 18), (74, 80), (22, 5), (20, 34), (31, 65), (67, 62), (8, 51), (57, 2), (37, 80), (90, 42), (81, 67)]",6.457999999999999,6.502,6.611,6.877,13.24,20.826,30.474999999999998,84.654
506,"[0.05, 0.4, 0.05, 0.5, 0.45, 0.25, 0.3, 1, 5]","[(99, 47), (33, 37), (83, 2), (46, 98), (71, 92), (55, 39), (92, 46), (93, 22), (83, 47), (79, 52), (66, 55), (33, 4), (18, 63), (76, 54), (41, 64), (33, 59), (37, 95), (60, 22), (53, 30), (28, 33)]",6.957,5.9399999999999995,6.316999999999999,6.6339999999999995,17.671,10.668,27.683999999999997,82.86399999999999
507,"[0.15, 0.05, 0.0, 0.8, 0.4, 0.05, 0.55, 1, 7]","[(93, 89), (95, 59), (71, 72), (27, 75), (67, 9), (57, 3), (2, 8), (40, 15), (41, 50), (32, 12), (57, 72), (62, 18), (44, 25), (29, 82), (94, 24), (26, 4), (1, 60), (85, 23), (26, 82), (23, 21)]",6.386,6.316999999999999,7.029,7.539,18.252,19.215,25.631999999999998,80.51599999999999
508,"[0.0, 0.1, 0.15, 0.75, 0.15, 0.35, 0.5, 1, 3]","[(44, 39), (87, 26), (93, 24), (93, 29), (25, 42), (84, 36), (16, 9), (42, 38), (32, 9), (14, 42), (41, 29), (99, 31), (42, 93), (40, 12), (50, 42), (73, 53), (40, 50), (40, 51), (80, 22), (81, 8)]",6.656,6.5,7.255,5.885,13.588999999999999,15.959,26.372999999999998,47.684999999999995
509,"[0.05, 0.2, 0.05, 0.7, 0.5, 0.2, 0.3, 1, 4]","[(70, 4), (38, 45), (96, 80), (62, 61), (94, 40), (17, 57), (34, 55), (75, 17), (21, 83), (12, 23), (78, 52), (76, 38), (51, 29), (32, 41), (18, 90), (64, 70), (11, 63), (80, 3), (87, 7), (25, 97)]",7.0329999999999995,7.018,6.694,6.162,10.728,10.897,27.54,70.86399999999999
510,"[0.25, 0.15, 0.0, 0.6, 0.65, 0.15, 0.2, 1, 5]","[(88, 94), (42, 89), (21, 81), (67, 81), (18, 17), (2, 78), (1, 5), (95, 74), (15, 89), (42, 58), (84, 72), (95, 45), (62, 72), (25, 15), (6, 57), (2, 43), (68, 74), (71, 26), (10, 76), (43, 40)]",7.8629999999999995,6.654999999999999,8.144,6.133,22.987,26.441,28.639999999999997,151.783
511,"[0.15, 0.3, 0.05, 0.5, 0.7, 0.2, 0.1, 1, 5]","[(28, 82), (80, 81), (28, 57), (28, 61), (83, 91), (41, 45), (10, 54), (45, 84), (57, 65), (94, 50), (46, 70), (54, 1), (4, 46), (20, 89), (58, 5), (49, 95), (61, 58), (93, 75), (54, 36), (64, 61)]",6.872999999999999,6.707,7.819999999999999,6.7989999999999995,18.369,23.302999999999997,34.028,139.956
512,"[0.2, 0.05, 0.1, 0.65, 0.5, 0.15, 0.35, 1, 5]","[(88, 83), (18, 73), (48, 55), (71, 87), (20, 89), (26, 64), (13, 2), (30, 23), (4, 46), (84, 94), (34, 16), (52, 45), (12, 38), (97, 88), (49, 27), (53, 84), (95, 27), (6, 95), (95, 19), (94, 24)]",6.9799999999999995,6.76,6.997,6.532,11.869,17.544999999999998,30.116,56.949999999999996
513,"[0.05, 0.15, 0.15, 0.65, 0.35, 0.25, 0.4, 1, 1]","[(27, 5), (46, 66), (9, 21), (68, 15), (38, 47), (55, 83), (37, 70), (19, 24), (51, 92), (45, 41), (44, 16), (9, 40), (84, 16), (16, 18), (65, 53), (17, 36), (19, 69), (89, 25), (70, 41), (79, 97)]",6.683999999999999,6.528,7.109999999999999,6.547,11.228,11.263,27.551,63.590999999999994
514,"[0.2, 0.1, 0.15, 0.55, 0.5, 0.2, 0.3, 1, 5]","[(75, 60), (26, 1), (85, 21), (89, 30), (78, 60), (64, 87), (80, 76), (33, 83), (41, 35), (20, 56), (21, 72), (25, 74), (83, 66), (43, 44), (68, 48), (37, 16), (52, 41), (62, 5), (7, 17), (75, 68)]",7.2509999999999994,7.117,8.019,6.092,16.371,17.273,32.676,120.16999999999999
515,"[0.35, 0.1, 0.05, 0.5, 0.55, 0.1, 0.35, 1, 7]","[(95, 92), (71, 38), (14, 22), (97, 23), (72, 17), (95, 6), (72, 95), (62, 74), (94, 84), (2, 98), (98, 72), (40, 25), (33, 27), (91, 62), (34, 99), (10, 36), (83, 63), (81, 84), (2, 22), (30, 66)]",6.6129999999999995,7.598,6.537999999999999,6.851,13.597,18.273,26.073,80.675
516,"[0.1, 0.05, 0.15, 0.7, 0.4, 0.1, 0.5, 1, 1]","[(28, 19), (89, 47), (81, 13), (68, 88), (8, 69), (65, 43), (15, 98), (70, 7), (95, 32), (45, 19), (86, 7), (72, 14), (77, 28), (71, 72), (72, 5), (41, 80), (21, 99), (10, 71), (2, 68), (99, 3)]",5.41,6.0249999999999995,6.066,6.242999999999999,11.256,13.109,24.819,70.341
517,"[0.0, 0.05, 0.1, 0.85, 0.5, 0.05, 0.45, 1, 1]","[(83, 30), (8, 74), (40, 53), (28, 26), (2, 14), (39, 64), (59, 6), (15, 27), (28, 76), (3, 71), (21, 17), (50, 68), (6, 28), (17, 21), (32, 99), (17, 43), (27, 24), (34, 78), (30, 60), (20, 70)]",7.596,5.840999999999999,8.087,6.217,17.02,18.36,26.375999999999998,28.863
518,"[0.2, 0.15, 0.1, 0.55, 0.7, 0.1, 0.2, 1, 7]","[(92, 23), (64, 66), (27, 83), (22, 87), (35, 41), (83, 95), (20, 66), (17, 70), (93, 55), (87, 86), (50, 53), (78, 26), (21, 53), (66, 30), (59, 74), (41, 95), (4, 30), (35, 74), (60, 89), (42, 44)]",7.286,7.034999999999999,7.021999999999999,7.101,11.29,11.911999999999999,27.5,85.64399999999999
519,"[0.0, 0.05, 0.2, 0.75, 0.3, 0.2, 0.5, 1, 1]","[(2, 18), (31, 62), (51, 54), (59, 45), (31, 63), (64, 17), (35, 45), (53, 7), (95, 29), (71, 9), (29, 68), (31, 74), (35, 94), (54, 4), (75, 14), (47, 39), (77, 44), (85, 21), (91, 25), (67, 3)]",7.558,7.835,6.2059999999999995,6.379,8.849,12.267,23.48,26.212999999999997
520,"[0.1, 0.1, 0.0, 0.8, 0.3, 0.05, 0.65, 1, 1]","[(29, 32), (69, 23), (69, 76), (29, 20), (12, 31), (52, 18), (25, 51), (27, 74), (48, 74), (58, 74), (1, 28), (44, 40), (12, 15), (85, 4), (10, 2), (52, 32), (93, 87), (16, 29), (10, 24), (30, 2)]",8.421999999999999,6.420999999999999,8.934999999999999,7.048,17.660999999999998,18.048,29.276,81.919
521,"[0.2, 0.1, 0.05, 0.65, 0.35, 0.2, 0.45, 1, 5]","[(53, 79), (75, 10), (16, 20), (67, 99), (7, 81), (83, 69), (29, 10), (4, 28), (81, 71), (6, 44), (26, 61), (80, 2), (58, 8), (98, 31), (48, 46), (72, 79), (40, 5), (80, 44), (30, 26), (15, 35)]",7.526,6.345,7.412,5.851,17.15,21.311,30.775,152.998
522,"[0.1, 0.05, 0.0, 0.85, 0.3, 0.25, 0.45, 1, 3]","[(22, 82), (2, 85), (5, 7), (17, 31), (98, 13), (2, 15), (30, 4), (73, 2), (99, 65), (7, 67), (49, 4), (2, 15), (17, 27), (68, 98), (52, 47), (53, 39), (25, 82), (50, 43), (19, 37), (89, 40)]",8.475,5.704,9.014,5.2749999999999995,13.279,15.652,25.814,71.194
523,"[0.05, 0.15, 0.1, 0.7, 0.4, 0.1, 0.5, 1, 1]","[(35, 1), (69, 71), (1, 38), (49, 59), (41, 73), (58, 33), (12, 70), (47, 96), (31, 21), (7, 99), (67, 1), (11, 11), (16, 27), (80, 28), (85, 25), (92, 91), (10, 30), (66, 10), (52, 81), (33, 37)]",7.619,7.1,7.446,7.848999999999999,15.856,16.485,24.549999999999997,70.699
524,"[0.2, 0.25, 0.05, 0.5, 0.65, 0.05, 0.3, 1, 5]","[(12, 10), (73, 33), (51, 8), (9, 77), (19, 94), (11, 34), (38, 69), (94, 80), (50, 91), (67, 98), (38, 21), (95, 3), (55, 76), (78, 82), (50, 77), (27, 58), (26, 25), (50, 69), (47, 72), (79, 67)]",7.492,5.637,8.295,7.138999999999999,11.777999999999999,12.62,30.145,93.76599999999999
525,"[0.2, 0.25, 0.05, 0.5, 0.55, 0.15, 0.3, 1, 3]","[(2, 2), (34, 26), (38, 32), (4, 73), (20, 46), (69, 65), (56, 97), (77, 74), (46, 27), (70, 60), (84, 92), (86, 14), (74, 40), (17, 73), (93, 58), (70, 65), (23, 9), (20, 90), (89, 42), (53, 88)]",7.439,7.3919999999999995,7.895,6.726,13.139999999999999,22.451999999999998,34.635999999999996,143.683
526,"[0.15, 0.15, 0.15, 0.55, 0.55, 0.25, 0.2, 1, 5]","[(5, 97), (11, 1), (38, 96), (4, 80), (55, 86), (26, 95), (72, 93), (40, 70), (90, 86), (78, 33), (3, 68), (31, 34), (35, 50), (84, 89), (92, 36), (70, 7), (58, 4), (44, 41), (7, 37), (52, 93)]",7.773,7.133,7.896999999999999,5.949999999999999,15.616999999999999,17.865,27.285999999999998,87.439
527,"[0.05, 0.15, 0.1, 0.7, 0.35, 0.4, 0.25, 1, 1]","[(38, 63), (47, 97), (80, 8), (24, 65), (53, 10), (23, 47), (90, 33), (31, 37), (42, 36), (62, 20), (33, 34), (99, 67), (51, 34), (83, 20), (60, 53), (39, 49), (18, 40), (38, 90), (28, 47), (51, 93)]",7.792999999999999,7.633,7.194,6.468,9.939,10.189,21.212,35.03
528,"[0.0, 0.05, 0.2, 0.75, 0.3, 0.3, 0.4, 1, 1]","[(44, 69), (27, 53), (34, 18), (18, 39), (64, 48), (4, 42), (2, 30), (85, 34), (12, 89), (94, 42), (15, 16), (59, 1), (34, 88), (25, 2), (53, 24), (15, 59), (17, 83), (80, 17), (28, 48), (63, 30)]",7.471,7.172,8.049,7.726,14.258,13.165,26.009999999999998,40.528999999999996
529,"[0.15, 0.15, 0.15, 0.55, 0.55, 0.2, 0.25, 1, 5]","[(26, 27), (62, 64), (19, 95), (46, 50), (73, 50), (66, 42), (82, 63), (16, 63), (2, 74), (61, 25), (86, 37), (87, 76), (9, 96), (10, 95), (27, 13), (51, 14), (58, 96), (34, 83), (60, 19), (36, 93)]",6.614999999999999,6.052,5.414,5.846,9.883,10.174999999999999,28.061,55.925999999999995
530,"[0.1, 0.05, 0.05, 0.8, 0.25, 0.1, 0.65, 1, 1]","[(37, 27), (67, 25), (30, 19), (98, 11), (73, 4), (10, 64), (39, 28), (63, 28), (56, 97), (41, 19), (91, 31), (34, 22), (15, 14), (69, 15), (20, 88), (38, 91), (16, 36), (24, 47), (15, 25), (81, 96)]",7.383,7.337,8.427,7.762,12.352,11.049999999999999,24.593999999999998,40.341
531,"[0.15, 0.1, 0.2, 0.55, 0.5, 0.2, 0.3, 1, 3]","[(66, 49), (88, 99), (53, 21), (21, 23), (90, 63), (51, 23), (53, 78), (31, 93), (40, 35), (15, 17), (96, 79), (14, 62), (86, 11), (43, 51), (37, 85), (43, 83), (21, 40), (12, 50), (64, 24), (36, 75)]",7.651999999999999,6.997,6.617,6.425999999999999,10.775,13.668999999999999,27.07,66.206
